16700,00
6300,00
390600,00
520500,00
685300,00
785200,00
892200,00
1008000,00
1112500,00
1211100,00
1313400,00
1453200,00
1556700,00
1670000,00
1766200,00
1866000,00
1962400,00
2070200,00
2167500,00
2262200,00
2364400,00
2464900,00
2592500,00
2699800,00
2792700,00
2888200,00
2997600,00
3093000,00
3202900,00
3296200,00
3390700,00
3484500,00
3598600,00
3699900,00
3798600,00
3888900,00
3981400,00
4067800,00
4165900,00
4251900,00
4334700,00
4433000,00
4517300,00
4608400,00
4692800,00
4775200,00
4866300,00
4951000,00
5034300,00
5121400,00
5203900,00
5287500,00
5369200,00
5459700,00
5543400,00
5625500,00
5708500,00
5802000,00
6008400,00
6205000,00
6302100,00
6388300,00
6477400,00
6561000,00
6662500,00
6741600,00
6825900,00
6904400,00
6984000,00
7259800,00
7344600,00
7425000,00
7502400,00
7584800,00
7662400,00
7751000,00
7828600,00
7920800,00
7999700,00
8076400,00
8155400,00
8234900,00
8313000,00
8390000,00
8469200,00
8550800,00
8629300,00
8706200,00
8782800,00
8859800,00
8937000,00
9019400,00
9125200,00
9206100,00
9284600,00
9368800,00
9450900,00
9529900,00
9605800,00
