74200,00
93400,00
86100,00
104900,00
125500,00
208300,00
247800,00
263000,00
298100,00
321800,00
372100,00
388400,00
400900,00
365000,00
389800,00
416300,00
416100,00
434000,00
465300,00
497900,00
514600,00
541400,00
565000,00
595300,00
667200,00
468200,00
266200,00
230000,00
203600,00
223700,00
229300,00
221300,00
220400,00
350700,00
241200,00
244600,00
253300,00
258000,00
283600,00
331100,00
297300,00
243700,00
251100,00
261500,00
272300,00
276700,00
254300,00
291800,00
316200,00
324500,00
395800,00
329200,00
389100,00
511000,00
509700,00
577300,00
477600,00
501600,00
556500,00
575200,00
432800,00
431000,00
546600,00
556600,00
824400,00
713800,00
757200,00
775700,00
760300,00
725300,00
736600,00
735800,00
748300,00
752900,00
755100,00
786200,00
941000,00
798500,00
823800,00
980600,00
859300,00
720800,00
832200,00
983700,00
882000,00
886200,00
1150200,00
881000,00
902600,00
1166500,00
1169000,00
792200,00
927700,00
981800,00
629000,00
569400,00
633800,00
637900,00
605500,00
656900,00
8300,00
14100,00
25400,00
25700,00
34000,00
40500,00
42700,00
96600,00
69200,00
65600,00
79000,00
157600,00
148500,00
149600,00
271900,00
188200,00
159600,00
304700,00
196100,00
269300,00
221200,00
346500,00
229600,00
357000,00
254400,00
366600,00
274700,00
397800,00
294000,00
390300,00
310000,00
393900,00
352800,00
418100,00
347000,00
388900,00
469900,00
397200,00
284600,00
281700,00
296200,00
287600,00
285300,00
315900,00
392200,00
315900,00
340800,00
367100,00
357400,00
367100,00
389900,00
366800,00
406500,00
412800,00
394100,00
438600,00
509200,00
262600,00
264100,00
275500,00
279200,00
278000,00
293300,00
284700,00
297900,00
310900,00
302200,00
305900,00
312800,00
299800,00
319800,00
312700,00
323700,00
344700,00
313600,00
337800,00
360000,00
358400,00
386700,00
364200,00
414400,00
413400,00
374900,00
403700,00
393800,00
397100,00
389700,00
358900,00
417200,00
465800,00
480700,00
540500,00
499700,00
503900,00
446900,00
450300,00
908300,00
684500,00
482900,00
526900,00
532900,00
535300,00
531600,00
548900,00
534600,00
487800,00
515000,00
525800,00
504000,00
539500,00
427500,00
439100,00
474000,00
394300,00
582000,00
612100,00
619300,00
634600,00
603200,00
567000,00
572300,00
650400,00
546700,00
805400,00
837200,00
760900,00
693200,00
762600,00
894100,00
807800,00
862700,00
815200,00
864200,00
861600,00
897000,00
821100,00
833100,00
857300,00
951700,00
923400,00
815400,00
704900,00
682200,00
726000,00
697700,00
769400,00
782700,00
777800,00
786300,00
747400,00
829300,00
784200,00
664500,00
716200,00
721500,00
922600,00
761600,00
838800,00
839600,00
1077000,00
710900,00
690800,00
794600,00
922800,00
828700,00
883500,00
850800,00
833600,00
696400,00
703100,00
813100,00
851800,00
913500,00
899400,00
745200,00
788800,00
712100,00
804700,00
798200,00
875700,00
810400,00
963200,00
812000,00
972800,00
961500,00
917600,00
845300,00
1339700,00
1378600,00
1412400,00
1461400,00
1388800,00
1301500,00
1428700,00
1322400,00
1316200,00
1498900,00
912800,00
904200,00
893400,00
979000,00
922500,00
817500,00
748500,00
838800,00
1459800,00
1132900,00
696000,00
908800,00
957000,00
736300,00
850500,00
877500,00
860200,00
756600,00
760200,00
745700,00
732500,00
890300,00
898300,00
863200,00
755800,00
794300,00
843600,00
862000,00
885200,00
902300,00
949400,00
909800,00
874600,00
907600,00
857800,00
1056900,00
1005700,00
812000,00
1054100,00
822600,00
882100,00
892000,00
858100,00
956000,00
1204200,00
838200,00
827600,00
973000,00
1193200,00
1112200,00
1065500,00
1553100,00
1127600,00
963700,00
878100,00
1030000,00
1178800,00
