38726300,00
7593300,00
5806000,00
7402900,00
6193700,00
4362200,00
4069100,00
4529100,00
5591200,00
4347200,00
5347900,00
4553100,00
4003700,00
5341900,00
4433000,00
4733400,00
3688400,00
3433600,00
4099200,00
3979400,00
11466200,00
3250500,00
3287500,00
3354000,00
3574000,00
3670600,00
3741800,00
3857800,00
3824300,00
4119300,00
4849100,00
4917300,00
5070100,00
5252700,00
5047800,00
25287800,00
4096800,00
4804900,00
3820700,00
3882500,00
4017100,00
3969200,00
3910800,00
4458500,00
4697100,00
4357000,00
4459000,00
4467000,00
5745100,00
6567600,00
5859900,00
6182700,00
6241200,00
7651200,00
6732900,00
6379800,00
7386300,00
6879900,00
6454000,00
7020900,00
6385500,00
6709400,00
6601500,00
63596000,00
5251400,00
6142700,00
5487600,00
5335900,00
5654400,00
5655100,00
5774600,00
5853500,00
6008200,00
5942600,00
6099700,00
6016300,00
5934600,00
6288700,00
6139200,00
6264600,00
6236100,00
6172000,00
7061100,00
7352300,00
9384700,00
8609500,00
8825600,00
83792500,00
6899400,00
7056600,00
6911300,00
6985500,00
6891200,00
6958400,00
7268200,00
7250700,00
7374300,00
7541900,00
7621600,00
7486700,00
