2931600,00
25673000,00
25982000,00
26196600,00
26478600,00
26715700,00
26940500,00
27150400,00
27361800,00
27543100,00
27738900,00
27948400,00
28138200,00
28320000,00
28504200,00
28692400,00
28993900,00
29223800,00
29433300,00
29611600,00
29799000,00
29994400,00
30200500,00
30375500,00
30551200,00
30720700,00
30901500,00
31068600,00
31237700,00
31418100,00
31606100,00
31786800,00
31978000,00
32160000,00
32341200,00
32505100,00
32704100,00
32870300,00
33044800,00
33205200,00
33379400,00
33541400,00
33704900,00
33892700,00
34057300,00
34281600,00
34445300,00
34654500,00
34833800,00
35000700,00
35159700,00
35313200,00
35472300,00
35636400,00
35802400,00
35984500,00
36140100,00
36388900,00
36597200,00
36762200,00
36945600,00
37092000,00
37246300,00
37396400,00
37585800,00
37734900,00
37879800,00
38027200,00
38179700,00
38320900,00
38462200,00
38654200,00
38811000,00
38957600,00
39099600,00
39289000,00
39430700,00
39584500,00
39720400,00
39897200,00
40117400,00
40282700,00
40416600,00
40557900,00
40693700,00
40853500,00
41163900,00
41294900,00
41420700,00
41548800,00
41812500,00
41951800,00
42084100,00
42205500,00
42336900,00
42469900,00
42615200,00
42747300,00
42863600,00
43007700,00
43127300,00
43251400,00
43367800,00
43494500,00
43607600,00
43721400,00
43837300,00
43973200,00
44095100,00
44206600,00
44316700,00
44515200,00
44635000,00
44744400,00
44853400,00
44965500,00
45072000,00
45205900,00
45312900,00
45438100,00
45543300,00
45655400,00
45762300,00
45876500,00
46010900,00
46124600,00
46227000,00
46381700,00
46623400,00
46759500,00
46860600,00
46959200,00
47098300,00
47200500,00
47315400,00
47415400,00
47518500,00
47624400,00
47727000,00
47826400,00
47932200,00
48031600,00
48129400,00
48225700,00
48362700,00
48459000,00
48560500,00
48657700,00
48756900,00
48852100,00
48948800,00
49052700,00
49155900,00
49252000,00
49391100,00
49487200,00
49584300,00
49683600,00
49798200,00
49902600,00
50015900,00
50120100,00
50221200,00
50329200,00
50439700,00
50559900,00
50732400,00
50842100,00
50955800,00
51045500,00
51135200,00
51248900,00
51348400,00
51444700,00
51536800,00
51627100,00
51719200,00
51814000,00
51909000,00
52000200,00
52092400,00
52182700,00
52278300,00
52377200,00
52471400,00
52564100,00
52660000,00
52754200,00
52847700,00
52954200,00
53047900,00
53138100,00
53255200,00
53345700,00
53436700,00
53526700,00
53623200,00
53712200,00
53810400,00
53903000,00
54006500,00
54127700,00
54217800,00
54318300,00
54406700,00
54500700,00
54587500,00
54678900,00
54763500,00
54854700,00
54946300,00
55038900,00
55125700,00
55210700,00
55305700,00
55391900,00
55504900,00
55608800,00
55714100,00
55801300,00
55884700,00
55971000,00
56057800,00
56156300,00
56246100,00
56386400,00
56478400,00
56573400,00
56661000,00
56747100,00
56835200,00
56920800,00
57002200,00
57090200,00
57172100,00
57255700,00
57390700,00
57483800,00
57564000,00
57656600,00
57744400,00
57825400,00
57907600,00
57992700,00
58071500,00
58173900,00
58267700,00
58352600,00
58434600,00
58530500,00
58674600,00
58765900,00
58872400,00
58964800,00
59045400,00
59133500,00
59400500,00
59493800,00
59572700,00
59651400,00
59734300,00
59812300,00
59888600,00
59966700,00
60060400,00
60142300,00
60228600,00
60309900,00
60386400,00
60463700,00
60543800,00
60623600,00
60715200,00
60796600,00
60891100,00
60984200,00
61083700,00
61177000,00
61269500,00
61359100,00
61445300,00
61533000,00
61619300,00
61713800,00
61800200,00
61891400,00
61981700,00
62084400,00
62170600,00
62258800,00
62344400,00
62431500,00
62522900,00
62614800,00
62704200,00
62791500,00
62876800,00
62961400,00
63047500,00
63132500,00
63219300,00
63304400,00
63391300,00
63478700,00
63566500,00
63860400,00
63955300,00
64039200,00
64123400,00
64383200,00
64488300,00
64604800,00
64738300,00
64863000,00
64989400,00
65109800,00
65229100,00
65341400,00
65454500,00
65599500,00
65756100,00
